epoch,train,eval
0,0.7129464149475098,
1,0.7165178656578064,
2,0.6343749761581421,
3,0.8374999761581421,
4,0.800000011920929,
5,0.659375011920929,
6,0.5714285373687744,
7,0.621874988079071,
8,0.7593749761581421,
9,0.8816964626312256,
10,0.746874988079071,
11,0.6937500238418579,
12,0.7816964387893677,
13,0.6352678537368774,
14,0.6857142448425293,
15,0.637499988079071,
16,0.7723214626312256,
17,0.7410714626312256,
18,0.5531250238418579,
